id	fcgr_row
eccDNABase_000589713	81
eccDNABase_000677205	82
eccDNABase_000792576	83
eccDNABase_000693653	84
CircleBaseV2_002798491	85
eccDNABase_000611158	86
eccDNABase_000836016	87
eccDNABase_000583865	88
eccDNABase_000719677	89
eccDNABase_000633199	90
CircleBaseV2_002814430	91
eccDNABase_000593733	92
eccDNABase_000703440	93
eccDNABase_000625448	94
CircleBaseV2_002809606	95
CircleBaseV2_002830628	96
CircleBaseV2_002835139	97
eccDNABase_000823364	98
eccDNABase_000838112	99
eccDNABase_000411809	100
eccDNABase_000136149	101
eccDNABase_000158907	102
eccDNABase_000188543	103
eccDNABase_000299186	104
eccDNABase_000178536	105
eccDNABase_000397249	106
eccDNABase_000373221	107
eccDNABase_000302201	108
eccDNABase_000418415	109
eccDNABase_000391886	110
eccDNABase_000425642	111
eccDNABase_000383001	112
eccDNABase_000381475	113
eccDNABase_000405950	114
eccDNABase_000378984	115
eccDNABase_000159012	116
eccDNABase_000245297	117
eccDNABase_000256439	118
eccDNABase_000199069	119
eccDNABase_000161606	120
eccDNABase_000267168	121
eccDNABase_000173073	122
eccDNABase_000169900	123
eccDNABase_000178190	124
eccDNABase_000395842	125
eccDNABase_000150614	126
eccDNABase_000250479	127
eccDNABase_000288161	128
eccDNABase_000293016	129
eccDNABase_000399687	130
eccDNABase_000206481	131
eccDNABase_000286641	132
eccDNABase_000325271	133
eccDNABase_000420708	134
eccDNABase_000207419	135
eccDNABase_000202887	136
eccDNABase_000287173	137
eccDNABase_000417895	138
eccDNABase_000144823	139
eccDNABase_000148475	140
eccDNABase_000172328	141
eccDNABase_000407961	142
eccDNABase_000362530	143
eccDNABase_000243929	144
eccDNABase_000165210	145
eccDNABase_000153137	146
eccDNABase_000326804	147
eccDNABase_000300157	148
eccDNABase_000181445	149
eccDNABase_000875431	150
eccDNABase_000427276	151
eccDNABase_000868992	152
eccDNABase_000309818	153
eccDNABase_000305960	154
eccDNABase_000371759	155
eccDNABase_000149569	156
eccDNABase_000434484	157
CircleBaseV2_003063409	158
eccDNABase_000318579	159
eccDNABase_000320460	160
eccDNABase_000218777	161
eccDNABase_000294236	162
eccDNABase_000246371	163
eccDNABase_000306766	164
eccDNABase_000203561	165
eccDNABase_000329012	166
eccDNABase_000126758	167
eccDNABase_000229532	168
CircleBaseV2_003066154	169
eccDNABase_000335077	170
eccDNABase_000386541	171
eccDNABase_000359728	172
eccDNABase_000334166	173
eccDNABase_000433227	174
eccDNABase_000358238	175
eccDNABase_000352532	176
CircleBaseV2_003057888	177
eccDNABase_000235678	178
eccDNABase_000399225	179
eccDNABase_000362050	180
eccDNABase_000265944	181
CircleBaseV2_003059450	182
eccDNABase_000173109	183
CircleBaseV2_003061916	184
CircleBaseV2_003058809	185
eccDNABase_000272527	186
eccDNABase_000232626	187
eccDNABase_000187832	188
eccDNABase_000871912	189
eccDNABase_000192268	190
eccDNABase_000388135	191
eccDNABase_000389073	192
eccDNABase_000223130	193
eccDNABase_000231596	194
eccDNABase_000186821	195
eccDNABase_000176112	196
eccDNABase_000163185	197
eccDNABase_000882663	198
eccDNABase_000417849	199
CircleBaseV2_002906789	200
CircleBaseV2_002946393	201
CircleBaseV2_002948988	202
CircleBaseV2_002921379	203
CircleBaseV2_002982352	204
CircleBaseV2_002928194	205
CircleBaseV2_002975779	206
CircleBaseV2_002904052	207
CircleBaseV2_002940093	208
CircleBaseV2_002971124	209
CircleBaseV2_002916031	210
CircleBaseV2_002956011	211
CircleBaseV2_002947356	212
CircleBaseV2_002941577	213
CircleBaseV2_002906064	214
CircleBaseV2_002928003	215
CircleBaseV2_002921173	216
CircleBaseV2_002941348	217
CircleBaseV2_002944463	218
CircleBaseV2_002923228	219
CircleBaseV2_002982912	220
CircleBaseV2_002990254	221
CircleBaseV2_002984607	222
CircleBaseV2_002966731	223
CircleBaseV2_002971357	224
CircleBaseV2_002936550	225
CircleBaseV2_002981884	226
CircleBaseV2_002960557	227
CircleBaseV2_002963689	228
CircleBaseV2_002938876	229
CircleBaseV2_002976171	230
CircleBaseV2_002937977	231
CircleBaseV2_002984623	232
CircleBaseV2_002986836	233
CircleBaseV2_002936639	234
CircleBaseV2_002981679	235
CircleBaseV2_002971280	236
CircleBaseV2_002975342	237
CircleBaseV2_002923566	238
CircleBaseV2_002935452	239
CircleBaseV2_002956030	240
CircleBaseV2_002941075	241
CircleBaseV2_002919930	242
CircleBaseV2_002963301	243
CircleBaseV2_002905742	244
CircleBaseV2_002968276	245
CircleBaseV2_002924584	246
CircleBaseV2_002943353	247
CircleBaseV2_002930099	248
CircleBaseV2_002919354	249
eccDNABase_000031456	250
eccDNABase_000082975	251
eccDNABase_000093171	252
eccDNABase_000108570	253
eccDNABase_000113695	254
eccDNABase_000102264	255
eccDNABase_000106286	256
eccDNABase_000045331	257
eccDNABase_000124079	258
eccDNABase_000075207	259
eccDNABase_000112687	260
eccDNABase_000021973	261
eccDNABase_000026585	262
eccDNABase_000077712	263
eccDNABase_000094410	264
eccDNABase_000062867	265
eccDNABase_000110919	266
eccDNABase_000037763	267
eccDNABase_000033005	268
eccDNABase_000116827	269
eccDNABase_000079897	270
eccDNABase_000120997	271
eccDNABase_000045288	272
eccDNABase_000085223	273
eccDNABase_000068345	274
eccDNABase_000109571	275
eccDNABase_000077946	276
eccDNABase_000069831	277
eccDNABase_000032162	278
eccDNABase_000071777	279
eccDNABase_000038371	280
eccDNABase_000116471	281
eccDNABase_000031800	282
eccDNABase_000080040	283
eccDNABase_000050267	284
eccDNABase_000117234	285
eccDNABase_000051619	286
eccDNABase_000060507	287
eccDNABase_000049554	288
eccDNABase_000053348	289
eccDNABase_000024343	290
eccDNABase_000065244	291
eccDNABase_000060161	292
eccDNABase_000062337	293
eccDNABase_000048382	294
eccDNABase_000033369	295
eccDNABase_000102706	296
eccDNABase_000036099	297
eccDNABase_000094323	298
eccDNABase_000063589	299
eccDNABase_000059550	300
eccDNABase_000063317	301
eccDNABase_000096419	302
eccDNABase_000100993	303
eccDNABase_000059347	304
eccDNABase_000043441	305
eccDNABase_000106634	306
eccDNABase_000049818	307
eccDNABase_000062009	308
eccDNABase_000101602	309
eccDNABase_000060601	310
eccDNABase_000070446	311
eccDNABase_000085661	312
eccDNABase_000070682	313
eccDNABase_000097916	314
eccDNABase_000046024	315
eccDNABase_000032869	316
eccDNABase_000041710	317
eccDNABase_000093478	318
eccDNABase_000044026	319
eccDNABase_000124140	320
eccDNABase_000019984	321
eccDNABase_000108952	322
eccDNABase_000113193	323
eccDNABase_000068138	324
eccDNABase_000100845	325
eccDNABase_000101634	326
eccDNABase_000081878	327
eccDNABase_000087419	328
eccDNABase_000052206	329
eccDNABase_000038668	330
eccDNABase_000115251	331
eccDNABase_000112719	332
eccDNABase_000122211	333
eccDNABase_000027685	334
eccDNABase_000084996	335
eccDNABase_000060423	336
eccDNABase_000059784	337
eccDNABase_000095395	338
eccDNABase_000092802	339
eccDNABase_000055167	340
eccDNABase_000119011	341
eccDNABase_000051678	342
eccDNABase_000102097	343
eccDNABase_000104912	344
eccDNABase_000035348	345
eccDNABase_000109388	346
eccDNABase_000045873	347
eccDNABase_000037495	348
eccDNABase_000041441	349
eccDNABase_000512166	350
eccDNABase_000510979	351
eccDNABase_000520797	352
eccDNABase_000506365	353
eccDNABase_000503101	354
eccDNABase_000527805	355
eccDNABase_000517346	356
eccDNABase_000454830	357
eccDNABase_000525940	358
eccDNABase_000503150	359
eccDNABase_000529416	360
eccDNABase_000505734	361
eccDNABase_000515832	362
eccDNABase_000529196	363
eccDNABase_000505562	364
eccDNABase_000510132	365
eccDNABase_000515795	366
eccDNABase_000516851	367
eccDNABase_000503816	368
eccDNABase_000503095	369
eccDNABase_000502093	370
eccDNABase_000511537	371
eccDNABase_000526798	372
eccDNABase_000508989	373
eccDNABase_000510265	374
eccDNABase_000522081	375
eccDNABase_000519176	376
eccDNABase_000503580	377
eccDNABase_000515215	378
eccDNABase_000518394	379
eccDNABase_000510100	380
eccDNABase_000515995	381
eccDNABase_000517630	382
eccDNABase_000527695	383
eccDNABase_000516641	384
eccDNABase_000526160	385
eccDNABase_000511159	386
eccDNABase_000454623	387
eccDNABase_000513180	388
eccDNABase_000516510	389
eccDNABase_000503665	390
eccDNABase_000501678	391
eccDNABase_000526054	392
eccDNABase_000512235	393
eccDNABase_000527578	394
eccDNABase_000519120	395
eccDNABase_000502714	396
eccDNABase_000514244	397
eccDNABase_000520828	398
eccDNABase_000516273	399
CircleBaseV2_000018175	400
CircleBaseV2_000054542	401
CircleBaseV2_000018252	402
CircleBaseV2_000062444	403
CircleBaseV2_000013291	404
CircleBaseV2_000025066	405
CircleBaseV2_000049785	406
CircleBaseV2_000019465	407
CircleBaseV2_000034285	408
CircleBaseV2_000051258	409
CircleBaseV2_000005358	410
CircleBaseV2_000018686	411
CircleBaseV2_000025087	412
CircleBaseV2_000049507	413
CircleBaseV2_000058961	414
CircleBaseV2_000019330	415
CircleBaseV2_000005543	416
CircleBaseV2_000041463	417
CircleBaseV2_000040041	418
CircleBaseV2_000049474	419
CircleBaseV2_000030226	420
CircleBaseV2_000043653	421
CircleBaseV2_000006884	422
CircleBaseV2_000005936	423
CircleBaseV2_000042318	424
CircleBaseV2_000039912	425
CircleBaseV2_000002726	426
CircleBaseV2_000047790	427
CircleBaseV2_000014473	428
CircleBaseV2_000042627	429
CircleBaseV2_000053897	430
CircleBaseV2_000044000	431
CircleBaseV2_000008765	432
CircleBaseV2_000059976	433
CircleBaseV2_000032909	434
CircleBaseV2_000062788	435
CircleBaseV2_000011288	436
CircleBaseV2_000041382	437
CircleBaseV2_000012838	438
CircleBaseV2_000040833	439
CircleBaseV2_000028310	440
CircleBaseV2_000030179	441
CircleBaseV2_000033681	442
CircleBaseV2_000056924	443
CircleBaseV2_000002795	444
CircleBaseV2_000030473	445
CircleBaseV2_000027023	446
CircleBaseV2_000059022	447
CircleBaseV2_000008344	448
CircleBaseV2_000048852	449
eccDNABase_000571287	450
eccDNABase_000571303	451
eccDNABase_000574754	452
CircleBaseV2_003054830	453
CircleBaseV2_003054829	454
CircleBaseV2_003054625	455
eccDNABase_000873825	456
CircleBaseV2_003055248	457
eccDNABase_000574462	458
eccDNABase_000536114	459
eccDNABase_000573881	460
CircleBaseV2_003055057	461
eccDNABase_000572290	462
eccDNABase_000874112	463
eccDNABase_000571295	464
eccDNABase_000571700	465
eccDNABase_000574061	466
eccDNABase_000571859	467
eccDNABase_000874044	468
eccDNABase_000574598	469
eccDNABase_000573901	470
eccDNABase_000571823	471
eccDNABase_000574902	472
eccDNABase_000574587	473
eccDNABase_000574024	474
eccDNABase_000571709	475
eccDNABase_000571983	476
CircleBaseV2_003055038	477
eccDNABase_000874365	478
eccDNABase_000571748	479
eccDNABase_000572256	480
eccDNABase_000573513	481
eccDNABase_000572043	482
eccDNABase_000571424	483
eccDNABase_000571556	484
eccDNABase_000572560	485
eccDNABase_000573139	486
eccDNABase_000574825	487
CircleBaseV2_003054828	488
eccDNABase_000574642	489
eccDNABase_000572934	490
eccDNABase_000573079	491
CircleBaseV2_003054674	492
eccDNABase_000572573	493
eccDNABase_000874160	494
CircleBaseV2_003055212	495
eccDNABase_000571938	496
eccDNABase_000873711	497
eccDNABase_000874030	498
eccDNABase_000874237	499
eccDNABase_000531408	500
eccDNABase_000524386	501
eccDNABase_000532015	502
eccDNABase_000522876	503
eccDNABase_000534195	504
eccDNABase_000531599	505
eccDNABase_000534542	506
eccDNABase_000534966	507
eccDNABase_000531405	508
eccDNABase_000523729	509
eccDNABase_000533501	510
eccDNABase_000524624	511
eccDNABase_000522475	512
eccDNABase_000531914	513
eccDNABase_000533911	514
eccDNABase_000532465	515
eccDNABase_000522722	516
eccDNABase_000533503	517
eccDNABase_000531197	518
eccDNABase_000533356	519
eccDNABase_000523610	520
eccDNABase_000534944	521
eccDNABase_000535529	522
eccDNABase_000533960	523
eccDNABase_000533187	524
eccDNABase_000523980	525
eccDNABase_000533012	526
eccDNABase_000523995	527
eccDNABase_000524347	528
eccDNABase_000535084	529
eccDNABase_000523780	530
eccDNABase_000534222	531
eccDNABase_000533163	532
eccDNABase_000523326	533
eccDNABase_000531690	534
eccDNABase_000524168	535
eccDNABase_000522203	536
eccDNABase_000531236	537
eccDNABase_000533861	538
eccDNABase_000523545	539
eccDNABase_000522751	540
eccDNABase_000523639	541
eccDNABase_000524204	542
eccDNABase_000534099	543
eccDNABase_000533702	544
eccDNABase_000535205	545
eccDNABase_000535539	546
eccDNABase_000532537	547
eccDNABase_000524213	548
eccDNABase_000523308	549
eccDNABase_000007232	550
eccDNABase_000007186	551
eccDNABase_000009697	552
eccDNABase_000008626	553
eccDNABase_000007523	554
eccDNABase_000008628	555
eccDNABase_000009066	556
eccDNABase_000007881	557
eccDNABase_000008218	558
eccDNABase_000009593	559
eccDNABase_000009080	560
eccDNABase_000007218	561
eccDNABase_000009177	562
eccDNABase_000009126	563
eccDNABase_000009286	564
eccDNABase_000008507	565
eccDNABase_000008356	566
eccDNABase_000007577	567
eccDNABase_000009083	568
eccDNABase_000007610	569
eccDNABase_000007732	570
eccDNABase_000008135	571
eccDNABase_000008931	572
eccDNABase_000009242	573
eccDNABase_000009389	574
eccDNABase_000008362	575
eccDNABase_000008478	576
eccDNABase_000007883	577
eccDNABase_000007166	578
eccDNABase_000009371	579
eccDNABase_000009638	580
eccDNABase_000007642	581
eccDNABase_000009308	582
eccDNABase_000009159	583
eccDNABase_000007422	584
eccDNABase_000008569	585
eccDNABase_000008796	586
eccDNABase_000007364	587
eccDNABase_000007993	588
eccDNABase_000009523	589
eccDNABase_000007368	590
eccDNABase_000008963	591
eccDNABase_000008603	592
eccDNABase_000008407	593
eccDNABase_000009257	594
eccDNABase_000008463	595
eccDNABase_000009364	596
eccDNABase_000008604	597
eccDNABase_000007897	598
eccDNABase_000008102	599
CircleBaseV2_001181909	600
CircleBaseV2_000729724	601
CircleBaseV2_000233050	602
CircleBaseV2_001730767	603
CircleBaseV2_000629583	604
CircleBaseV2_001928161	605
CircleBaseV2_000221584	606
CircleBaseV2_001808570	607
CircleBaseV2_000593842	608
CircleBaseV2_001256553	609
CircleBaseV2_001616219	610
CircleBaseV2_001637285	611
CircleBaseV2_001386120	612
CircleBaseV2_002408071	613
CircleBaseV2_000947564	614
CircleBaseV2_001580579	615
CircleBaseV2_000358305	616
CircleBaseV2_003012651	617
CircleBaseV2_001779964	618
CircleBaseV2_000757382	619
CircleBaseV2_000462641	620
CircleBaseV2_000101525	621
CircleBaseV2_001028454	622
CircleBaseV2_001217547	623
CircleBaseV2_001563921	624
CircleBaseV2_002779571	625
eccDNABase_000682724	626
eccDNABase_000811189	627
eccDNABase_000833355	628
eccDNABase_000651478	629
eccDNABase_000904460	630
CircleBaseV2_002871534	631
CircleBaseV2_000044381	632
CircleBaseV2_002902150	633
CircleBaseV2_002849882	634
CircleBaseV2_002837520	635
eccDNABase_000645280	636
eccDNABase_000615478	637
eccDNABase_000676606	638
CircleBaseV2_003034879	639
CircleBaseV2_002807371	640
eccDNABase_000804734	641
CircleBaseV2_002835493	642
CircleBaseV2_000031372	643
eccDNABase_000793675	644
eccDNABase_000692062	645
eccDNABase_000791308	646
eccDNABase_000819856	647
eccDNABase_000896314	648
CircleBaseV2_002899257	649
eccDNABase_000396371	650
eccDNABase_000130900	651
eccDNABase_000375470	652
eccDNABase_000344121	653
eccDNABase_000236888	654
eccDNABase_000149635	655
eccDNABase_000394258	656
eccDNABase_000333888	657
eccDNABase_000146334	658
eccDNABase_000200559	659
eccDNABase_000424974	660
eccDNABase_000299934	661
eccDNABase_000344145	662
eccDNABase_000221659	663
eccDNABase_000325109	664
eccDNABase_000169093	665
eccDNABase_000409058	666
eccDNABase_000306444	667
eccDNABase_000202311	668
eccDNABase_000304071	669
eccDNABase_000291314	670
eccDNABase_000381270	671
eccDNABase_000417338	672
eccDNABase_000295120	673
eccDNABase_000135905	674
eccDNABase_000182863	675
eccDNABase_000216401	676
eccDNABase_000134771	677
eccDNABase_000225716	678
eccDNABase_000372614	679
eccDNABase_000321703	680
eccDNABase_000351234	681
eccDNABase_000371680	682
eccDNABase_000241967	683
eccDNABase_000356523	684
eccDNABase_000414775	685
eccDNABase_000851141	686
eccDNABase_000143881	687
eccDNABase_000254550	688
eccDNABase_000885778	689
eccDNABase_000885678	690
eccDNABase_000374504	691
eccDNABase_000406404	692
eccDNABase_000343185	693
eccDNABase_000885784	694
eccDNABase_000301497	695
eccDNABase_000877904	696
eccDNABase_000150563	697
eccDNABase_000347695	698
eccDNABase_000257909	699
CircleBaseV2_002959262	700
CircleBaseV2_002934227	701
CircleBaseV2_002957023	702
CircleBaseV2_002989397	703
CircleBaseV2_002938828	704
CircleBaseV2_002939535	705
CircleBaseV2_002910547	706
CircleBaseV2_002978122	707
CircleBaseV2_002916857	708
CircleBaseV2_002925596	709
CircleBaseV2_002964670	710
CircleBaseV2_002905952	711
CircleBaseV2_002938804	712
CircleBaseV2_002967537	713
CircleBaseV2_002928054	714
CircleBaseV2_002929721	715
CircleBaseV2_002984570	716
CircleBaseV2_002943299	717
CircleBaseV2_002939111	718
CircleBaseV2_002910937	719
CircleBaseV2_002937533	720
CircleBaseV2_002912971	721
CircleBaseV2_002930863	722
CircleBaseV2_002929429	723
CircleBaseV2_002928951	724
eccDNABase_000084652	725
eccDNABase_000102589	726
eccDNABase_000104454	727
eccDNABase_000083071	728
eccDNABase_000042129	729
eccDNABase_000094036	730
eccDNABase_000029211	731
eccDNABase_000105779	732
eccDNABase_000095311	733
eccDNABase_000103003	734
eccDNABase_000019510	735
eccDNABase_000064801	736
eccDNABase_000083275	737
eccDNABase_000084911	738
eccDNABase_000078889	739
eccDNABase_000120880	740
eccDNABase_000069448	741
eccDNABase_000092282	742
eccDNABase_000097909	743
eccDNABase_000099641	744
eccDNABase_000094013	745
eccDNABase_000051695	746
eccDNABase_000118050	747
eccDNABase_000119799	748
eccDNABase_000037289	749
eccDNABase_000066198	750
eccDNABase_000110767	751
eccDNABase_000053821	752
eccDNABase_000115178	753
eccDNABase_000067900	754
eccDNABase_000032404	755
eccDNABase_000104211	756
eccDNABase_000047960	757
eccDNABase_000068010	758
eccDNABase_000086463	759
eccDNABase_000065814	760
eccDNABase_000047551	761
eccDNABase_000040671	762
eccDNABase_000042320	763
eccDNABase_000048236	764
eccDNABase_000063251	765
eccDNABase_000065377	766
eccDNABase_000116551	767
eccDNABase_000026700	768
eccDNABase_000041493	769
eccDNABase_000064659	770
eccDNABase_000024103	771
eccDNABase_000058663	772
eccDNABase_000082751	773
eccDNABase_000022034	774
eccDNABase_000525125	775
eccDNABase_000526527	776
eccDNABase_000528336	777
eccDNABase_000455055	778
eccDNABase_000527905	779
eccDNABase_000520204	780
eccDNABase_000528046	781
eccDNABase_000529075	782
eccDNABase_000519856	783
eccDNABase_000510738	784
eccDNABase_000505056	785
eccDNABase_000529964	786
eccDNABase_000517844	787
eccDNABase_000500860	788
eccDNABase_000506571	789
eccDNABase_000516303	790
eccDNABase_000517173	791
eccDNABase_000525017	792
eccDNABase_000506352	793
eccDNABase_000504492	794
eccDNABase_000518886	795
eccDNABase_000539926	796
eccDNABase_000528364	797
eccDNABase_000512227	798
eccDNABase_000501484	799
CircleBaseV2_000055167	800
CircleBaseV2_000005982	801
CircleBaseV2_000057001	802
CircleBaseV2_000039228	803
CircleBaseV2_000058666	804
CircleBaseV2_000057210	805
CircleBaseV2_000038437	806
CircleBaseV2_000060763	807
CircleBaseV2_000006258	808
CircleBaseV2_000052114	809
CircleBaseV2_000053233	810
CircleBaseV2_000062713	811
CircleBaseV2_000053971	812
CircleBaseV2_000047483	813
CircleBaseV2_000027325	814
CircleBaseV2_000049745	815
CircleBaseV2_000018530	816
CircleBaseV2_000028991	817
CircleBaseV2_000015239	818
CircleBaseV2_000049774	819
CircleBaseV2_000057715	820
CircleBaseV2_000041946	821
CircleBaseV2_000056671	822
CircleBaseV2_000028217	823
CircleBaseV2_000011311	824
eccDNABase_000574618	825
eccDNABase_000574579	826
eccDNABase_000571884	827
eccDNABase_000573744	828
eccDNABase_000873694	829
eccDNABase_000574974	830
eccDNABase_000571316	831
eccDNABase_000573204	832
eccDNABase_000574923	833
CircleBaseV2_003055052	834
eccDNABase_000874121	835
eccDNABase_000573400	836
eccDNABase_000573622	837
eccDNABase_000573523	838
eccDNABase_000536259	839
eccDNABase_000573188	840
eccDNABase_000574072	841
eccDNABase_000572082	842
eccDNABase_000536103	843
eccDNABase_000010064	844
eccDNABase_000874133	845
eccDNABase_000571592	846
CircleBaseV2_003054773	847
eccDNABase_000874117	848
CircleBaseV2_003054746	849
eccDNABase_000535455	850
eccDNABase_000523226	851
eccDNABase_000533258	852
eccDNABase_000522622	853
eccDNABase_000535448	854
eccDNABase_000523631	855
eccDNABase_000523251	856
eccDNABase_000534124	857
eccDNABase_000523311	858
eccDNABase_000534608	859
eccDNABase_000532172	860
eccDNABase_000533392	861
eccDNABase_000533795	862
eccDNABase_000523542	863
eccDNABase_000533352	864
eccDNABase_000534090	865
eccDNABase_000532729	866
eccDNABase_000532375	867
eccDNABase_000535946	868
eccDNABase_000531407	869
eccDNABase_000534589	870
eccDNABase_000532295	871
eccDNABase_000533647	872
eccDNABase_000535505	873
eccDNABase_000523521	874
eccDNABase_000009271	875
eccDNABase_000008840	876
eccDNABase_000008943	877
eccDNABase_000009245	878
eccDNABase_000007290	879
eccDNABase_000009749	880
eccDNABase_000007428	881
eccDNABase_000007534	882
eccDNABase_000008176	883
eccDNABase_000009216	884
eccDNABase_000007323	885
eccDNABase_000007486	886
eccDNABase_000007531	887
eccDNABase_000009141	888
eccDNABase_000008137	889
eccDNABase_000008684	890
eccDNABase_000009136	891
eccDNABase_000009786	892
eccDNABase_000008546	893
eccDNABase_000008758	894
eccDNABase_000008955	895
eccDNABase_000007731	896
eccDNABase_000008330	897
eccDNABase_000008513	898
eccDNABase_000008846	899
